Implement,Test ID,EUDI class,Credimi ready,CAW,MI,MV,MTSL,WU,CDV,Visual evidence,FCAF area,EUDI profile,SUT,Mock/tools raw,Notes,Other fields,Source check
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/Metadata/WS_RP_MS_Metadata__087.md"",""WS_RP_MS_Metadata_087"")",EUDI_required,🔴 missing,,x,,x,x,,x,MessageStructure / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-PM","🏛️, 🔐, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; requires MTSL/Token Status List component inside the mock issuer,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/Metadata/WS_RP_MS_Metadata__088.md"",""WS_RP_MS_Metadata_088"")",EUDI_required,🔴 missing,,x,,x,x,,x,MessageStructure / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-PM","🏛️, 🔐, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; requires MTSL/Token Status List component inside the mock issuer,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/Metadata/WS_RP_MS_Metadata__089.md"",""WS_RP_MS_Metadata_089"")",EUDI_required,🔴 missing,,x,,x,x,,x,MessageStructure / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-PM","🏛️, 🔐, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; requires MTSL/Token Status List component inside the mock issuer,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/Metadata/WS_RP_MS_Metadata__090.md"",""WS_RP_MS_Metadata_090"")",EUDI_required,🔴 missing,,x,,x,x,,x,MessageStructure / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-PM","🏛️, 🔐, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; requires MTSL/Token Status List component inside the mock issuer,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/Metadata/WS_RP_MS_Metadata__091.md"",""WS_RP_MS_Metadata_091"")",EUDI_required,🔴 missing,,x,,x,x,,x,MessageStructure / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-PM","🏛️, 🔐, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; requires MTSL/Token Status List component inside the mock issuer,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/Metadata/WS_RP_MS_Metadata__092.md"",""WS_RP_MS_Metadata_092"")",EUDI_required,🔴 missing,,x,,x,x,,x,MessageStructure / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-PM","🏛️, 🔐, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; requires MTSL/Token Status List component inside the mock issuer,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/Metadata/WS_RP_MS_Metadata__093.md"",""WS_RP_MS_Metadata_093"")",EUDI_required,🔴 missing,,x,,x,x,,x,MessageStructure / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-PM","🏛️, 🔐, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; requires MTSL/Token Status List component inside the mock issuer,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/Metadata/WS_RP_MS_Metadata__094.md"",""WS_RP_MS_Metadata_094"")",EUDI_required,🔴 missing,,x,,x,x,,x,MessageStructure / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-PM","🏛️, 🔐, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; requires MTSL/Token Status List component inside the mock issuer,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/Metadata/WS_RP_MS_Metadata__095.md"",""WS_RP_MS_Metadata_095"")",EUDI_required,🔴 missing,,x,,x,x,,x,MessageStructure / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-PM","🏛️, 🔐, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; requires MTSL/Token Status List component inside the mock issuer,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/Metadata/WS_RP_MS_Metadata__096.md"",""WS_RP_MS_Metadata_096"")",EUDI_required,🔴 missing,,x,,x,x,,x,MessageStructure / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-PM","🏛️, 🔐, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; requires MTSL/Token Status List component inside the mock issuer,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/Metadata/WS_RP_MS_Metadata__097.md"",""WS_RP_MS_Metadata_097"")",EUDI_required,🔴 missing,,x,,x,x,,x,MessageStructure / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-PM","🏛️, 🔐, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; requires MTSL/Token Status List component inside the mock issuer,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/Metadata/WS_RP_MS_Metadata__098.md"",""WS_RP_MS_Metadata_098"")",EUDI_required,🔴 missing,,x,,x,x,,x,MessageStructure / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-PM","🏛️, 🔐, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; requires MTSL/Token Status List component inside the mock issuer,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/Metadata/WS_RP_MS_Metadata__099.md"",""WS_RP_MS_Metadata_099"")",EUDI_required,🔴 missing,,x,,x,x,,x,MessageStructure / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-PM","🏛️, 🔐, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; requires MTSL/Token Status List component inside the mock issuer,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/Metadata/WS_RP_MS_Metadata__100.md"",""WS_RP_MS_Metadata_100"")",EUDI_required,🔴 missing,,x,,x,x,,x,MessageStructure / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-PM","🏛️, 🔐, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; requires MTSL/Token Status List component inside the mock issuer,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/Metadata/WS_RP_MS_Metadata__101.md"",""WS_RP_MS_Metadata_101"")",EUDI_required,🔴 missing,,x,,x,x,,x,MessageStructure / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-PM","🏛️, 🔐, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; requires MTSL/Token Status List component inside the mock issuer,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/Metadata/WS_RP_MS_Metadata__102.md"",""WS_RP_MS_Metadata_102"")",EUDI_required,🔴 missing,,x,,x,x,,x,MessageStructure / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-PM","🏛️, 🔐, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; requires MTSL/Token Status List component inside the mock issuer,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/Metadata/WS_RP_MS_Metadata__103.md"",""WS_RP_MS_Metadata_103"")",EUDI_required,🔴 missing,,x,,x,x,,x,MessageStructure / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-PM","🏛️, 🔐, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; requires MTSL/Token Status List component inside the mock issuer,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/Metadata/WS_RP_MS_Metadata__104.md"",""WS_RP_MS_Metadata_104"")",EUDI_required,🟢 ready,,,x,,x,,x,MessageStructure / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",validators: jwt.payload_object_keys_allowed and json.field_required; preconditions: pipeline.wallet.protocol.request-object-by-value; reuses live by-value Request Object Maestro flow; request JAR client_metadata contained only defined parameters and the reference wallet submitted PID mdoc,🟢 req-class: EUDI_required; credimi: PR1295 YAML ready,source: FCAF repo; PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/Metadata/WS_RP_MS_Metadata__105.md"",""WS_RP_MS_Metadata_105"")",EUDI_required,💜 adapt manual,,,x,,x,,x,MessageStructure / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same MessageStructure / Metadata flow with small request/assert changes; source trigger: click link / scan QR code,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/Metadata/WS_RP_MS_Metadata__106.md"",""WS_RP_MS_Metadata_106"")",EUDI_required,💜 adapt manual,,,x,,x,,x,MessageStructure / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same MessageStructure / Metadata flow with small request/assert changes; source trigger: click link / scan QR code,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/Metadata/WS_RP_MS_Metadata__107.md"",""WS_RP_MS_Metadata_107"")",EUDI_required,💜 adapt manual,,,x,,x,,x,MessageStructure / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same MessageStructure / Metadata flow with small request/assert changes; source trigger: click link / scan QR code,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/Metadata/WS_RP_MS_Metadata__108.md"",""WS_RP_MS_Metadata_108"")",EUDI_required,💜 adapt manual,,,x,,x,,x,MessageStructure / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same MessageStructure / Metadata flow with small request/assert changes; source trigger: click link / scan QR code,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/Metadata/WS_RP_MS_Metadata__109.md"",""WS_RP_MS_Metadata_109"")",EUDI_required,💜 adapt manual,,,x,,x,,x,MessageStructure / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same MessageStructure / Metadata flow with small request/assert changes; source trigger: click link / scan QR code,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/Metadata/WS_RP_MS_Metadata__111.md"",""WS_RP_MS_Metadata_111"")",EUDI_required,🔴 missing,,,x,,,,,MessageStructure / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-PM",🔎,validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; source trigger: click link / scan QR code,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/Metadata/WS_RP_MS_Metadata__115.md"",""WS_RP_MS_Metadata_115"")",EUDI_required,🔴 missing,,,x,,,,,MessageStructure / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-PM",🔎,validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; source trigger: click link / scan QR code,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/Metadata/WS_RP_MS_Metadata__116.md"",""WS_RP_MS_Metadata_116"")",EUDI_required,💜 adapt manual,,,x,,x,,x,MessageStructure / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same MessageStructure / Metadata flow with small request/assert changes; source trigger: click link / scan QR code,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/Metadata/WS_RP_MS_Metadata__117.md"",""WS_RP_MS_Metadata_117"")",EUDI_required,💜 adapt manual,,,x,,x,,x,MessageStructure / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same MessageStructure / Metadata flow with small request/assert changes; source trigger: click link / scan QR code,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/Metadata/WS_RP_MS_Metadata__118.md"",""WS_RP_MS_Metadata_118"")",EUDI_required,💜 adapt manual,,,x,,x,,x,MessageStructure / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same MessageStructure / Metadata flow with small request/assert changes; source trigger: click link / scan QR code,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/Metadata/WS_RP_MS_Metadata__119.md"",""WS_RP_MS_Metadata_119"")",EUDI_required,💜 adapt manual,,,x,,x,,x,MessageStructure / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same MessageStructure / Metadata flow with small request/assert changes; source trigger: click link / scan QR code,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/Metadata/WS_RP_MS_Metadata__120.md"",""WS_RP_MS_Metadata_120"")",EUDI_required,💜 adapt manual,,,x,,x,,x,MessageStructure / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same MessageStructure / Metadata flow with small request/assert changes; source trigger: click link / scan QR code,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/Metadata/WS_RP_MS_Metadata__121.md"",""WS_RP_MS_Metadata_121"")",EUDI_required,💜 adapt manual,,,x,,x,,x,MessageStructure / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same MessageStructure / Metadata flow with small request/assert changes; source trigger: click link / scan QR code,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/Metadata/WS_RP_MS_Metadata__122.md"",""WS_RP_MS_Metadata_122"")",EUDI_required,💜 adapt manual,,,x,,x,,x,MessageStructure / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same MessageStructure / Metadata flow with small request/assert changes; source trigger: click link / scan QR code,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/Metadata/WS_RP_MS_Metadata__123.md"",""WS_RP_MS_Metadata_123"")",EUDI_required,💜 adapt manual,,,x,,x,,x,MessageStructure / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same MessageStructure / Metadata flow with small request/assert changes; source trigger: click link / scan QR code,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/Metadata/WS_RP_MS_Metadata__124.md"",""WS_RP_MS_Metadata_124"")",EUDI_required,💜 adapt manual,,,x,,x,,x,MessageStructure / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same MessageStructure / Metadata flow with small request/assert changes; source trigger: click link / scan QR code,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/Metadata/WS_RP_MS_Metadata__125.md"",""WS_RP_MS_Metadata_125"")",EUDI_required,🔴 missing,,,x,,,,,MessageStructure / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-PM",🔎,validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; source trigger: click link / scan QR code,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/Metadata/WS_RP_MS_Metadata__126.md"",""WS_RP_MS_Metadata_126"")",EUDI_required,🔴 missing,,,x,,,,,MessageStructure / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-PM",🔎,validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; source trigger: click link / scan QR code,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/Metadata/WS_RP_MS_Metadata__127.md"",""WS_RP_MS_Metadata_127"")",EUDI_required,🔴 missing,,,x,,,,,MessageStructure / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-PM",🔎,validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; source trigger: click link / scan QR code,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/Metadata/WS_RP_MS_Metadata__128.md"",""WS_RP_MS_Metadata_128"")",EUDI_required,🔴 missing,,,x,,,,,MessageStructure / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-PM",🔎,validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; source trigger: click link / scan QR code,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/Metadata/WS_RP_MS_Metadata__129.md"",""WS_RP_MS_Metadata_129"")",EUDI_required,🔴 missing,,,x,,,,,MessageStructure / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-PM",🔎,validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; source trigger: click link / scan QR code,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/Metadata/WS_RP_MS_Metadata__130.md"",""WS_RP_MS_Metadata_130"")",EUDI_required,🔴 missing,,,x,,,,,MessageStructure / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-PM",🔎,validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; source trigger: click link / scan QR code,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/Metadata/WS_RP_MS_Metadata__131.md"",""WS_RP_MS_Metadata_131"")",EUDI_required,🔴 missing,,,x,,,,,MessageStructure / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-PM",🔎,validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; source trigger: click link / scan QR code,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/Metadata/WS_RP_MS_Metadata__132.md"",""WS_RP_MS_Metadata_132"")",EUDI_required,🔴 missing,,,x,,,,,MessageStructure / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-PM",🔎,validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; source trigger: click link / scan QR code,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/Metadata/WS_RP_MS_Metadata__133.md"",""WS_RP_MS_Metadata_133"")",EUDI_required,💜 adapt manual,,,x,,x,,x,MessageStructure / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same MessageStructure / Metadata flow with small request/assert changes; source trigger: click link / scan QR code,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/Metadata/WS_RP_MS_Metadata__134.md"",""WS_RP_MS_Metadata_134"")",EUDI_required,🔴 missing,,,x,,,,,MessageStructure / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-PM",🔎,validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; source trigger: click link / scan QR code,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
